Branch,Percentage_10th,Percentage_12th,Career_Goal,Course Type,Skills,Category,Title
ECE,85,85,vlsi engineer,Specialization,emotional intelligence coaching appreciative inquiry leadership negotiation mindfulness assertiveness communication active listening change management positive psychology facilitation,Business,Inspired Leadership Specialization
CSIT,75,75,devops engineer,Specialization,image segmentation matlab object detection image processing video processing region analysis image filtering,Physical Science and Engineering,Image Processing for Engineering and Science Specialization
CS,85,95,cybersecurity analyst,Course,renewable energyproject executionproject operationsproject feasibilityproject management,Physical Science and Engineering,Renewable Energy Projects
CSIT,85,85,devops engineer,Specialization,social return on investment sroi corruption social entrepreneurship socially responsible investing global financial crisis trend analysis economy trading strategic management,Business,Business Strategies for A Better World Specialization
CS,85,95,cybersecurity analyst,Specialization,cloud services general data protection regulation gdpr cybersecurity contract law cloud computing intellectual property contract negotiations cybersecurity regulation international transfers of personal data competition law law enforcement access tax,Social Sciences,Cloud Computing Law Specialization
CS,85,85,machine learning engineer,Specialization,data science relational database management system rdbms cloud databases python programming sql deep learning machine learning big data data mining github jupyter notebooks rstudio,Data Science,Introduction to Data Science Specialization
CSIT,85,85,data scientist,Specialization,data science data management data analysis communication leadership machine learning project team building management team management interpretation exploratory data analysis,Data Science,Executive Data Science Specialization
CSAI,85,85,robotics engineer,Course,social media marketingcontent creationcontent marketingsocial media platforms,Business,Understanding TikTok and Its Users
CS,85,85,ai engineer,Specialization,data clustering algorithms machine learning classification algorithms decision tree python programming machine learning concepts deep learning linear regression ridge regression lasso statistics regression analysis logistic regression,Data Science,Machine Learning Specialization
ECE,85,85,signal processing engineer,Course,spring frameworkspring configuration techniquesinversion of controldependency injectionjunit,Computer Science,Spring - Ecosystem and Core
IT,85,85,cloud engineer,Course,cloud nativedevopsiaas paas saashybrid multicloudcloud computing,Information Technology,Introduction to Cloud Computing
CSIT,85,95,devops engineer,Course,c programmingcompilerdebugging,Computer Science,"Writing, Running, and Fixing Code in C"
ECE,75,75,embedded systems engineer,Course,information retrieval irdocument retrievalmachine learningrecommender systems,Data Science,Text Retrieval and Search Engines
ECE,85,75,signal processing engineer,Course,healthcare managementhealth policy analysishealth insuranceaffordable care act,Health,U.S. Health Law Fundamentals
MCA,75,65,software developer,Course,software development kit sdkagile software developmentscrum software development,Computer Science,Agile Software Development
CS,85,85,cybersecurity analyst,Course,data visualization softwaredata warehousinganalyticsmicrosoft azuredata visualization dataviz,Information Technology,Modern Data Warehouse Analytics in Microsoft Azure
ECE,85,85,signal processing engineer,Professional Certificate,microsoft excelpython programmingdata analysisdata visualization datavizsql,Data Science,IBM Data Analyst Professional Certificate
IT,75,75,data analyst,Course,data sciencemachine learningdatabricks,Data Science,Applied Data Science for Data Analysts
CS,85,85,data scientist,Specialization,data science artificial intelligence ai information technology it architecture data architecture leadership deep learning jobs machine learning big data data mining management analytics,Data Science,IBM AI Foundations for Business Specialization
CS,85,75,cybersecurity analyst,Course,cybersecuritycryptographypublickey cryptography,Computer Science,Cyber Attack Countermeasures
CSME,85,75,ai in manufacturing,Specialization,data science relational database management system rdbms cloud databases python programming sql deep learning machine learning big data data mining github jupyter notebooks rstudio,Data Science,Introduction to Data Science Specialization
ECE,85,85,vlsi engineer,Specialization,behavioral health school health learning disabilities medical conditions nutrition,Health,School Health for Children and Adolescents Specialization
IT,75,75,data analyst,Course,data sciencedata analysissqlitesql,Data Science,SQL for Data Science
MCA,75,65,software developer,Specialization,linux software design and architecture python programming git and github software development lifecycle sdlc basic programming concepts careers in software engineering programming languages and frameworks the software development lifecycle sdlc software architecture shell script bash unix shell,Computer Science,Applied Software Engineering Fundamentals Specialization
CSME,85,75,ai in manufacturing,Specialization,autodesk computeraided design cad computeraided manufacturing mechanical engineering manufacturing processes manufacturing process management autodesk fusion manufacturing process computeraided manufaturing engineering,Physical Science and Engineering,Autodesk CAD/CAM for Manufacturing Specialization
