Branch,Percentage_10th,Percentage_12th,Course Type,Skills,Category,Skills_Count,Academic_Score
ECE,85,85,Course,advertisinglogobrandbrand identity,Business,2,85.0
CS,85,75,Course,random forestmachine learning ml algorithmsmachine learningr programming,Data Science,7,79.0
CS,85,85,Specialization,data collection cluster sampling r programming missing data data quality data analysis data generating process,Data Science,15,85.0
CSIT,85,85,Course,web designhtmljavascriptcascading style sheets css,Computer Science,5,85.0
CS,85,85,Course,data sciencemethodologycrispdmdata analysisdata mining,Data Science,4,85.0
CS,85,95,Specialization,data science data analysis data visualization dataviz reproducible research,Data Science,9,91.0
CS,85,85,Course,data analysissimulationbusiness analyticsmathematical optimization,Data Science,4,85.0
CS,85,85,Course,data analysissimulationbusiness analyticsmathematical optimization,Data Science,4,85.0
IT,85,85,Course,tensorflowbigquerygoogle cloud platformcloud computing,Data Science,4,85.0
CS,85,95,Specialization,storyboarding map tableau software data visualization dataviz data virtualization visualization computer graphics data analysis visual analytics interactive visualization,Data Science,18,91.0
CSIT,85,85,Course,team buildingcultural learningleadershiporganizational culture,Business,4,85.0
IT,85,85,Specialization,google compute engine google app engine gae google cloud platform cloud computing virtual machine network architecture debugging cloud storage data store load balancing virtual private network vpn autoscaling,Information Technology,28,85.0
MCA,50,50,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,50.0
CSIT,85,85,Course,bootstrap frontend frameworkresponsive web designjavascriptcascading style sheets css,Computer Science,8,85.0
CS,85,95,Specialization,data analysis data visualization dataviz mathematical optimization sql data model data quality regression analysis data cleansing predictive modelling exploratory data analysis simulation business analytics,Business,24,91.0
CS,85,75,Specialization,machine learning regression machine learning classification machine learning unsupervised learning exploratory data analysis artificial intelligence ai feature engineering statistical hypothesis testing regression analysis supervised learning linear regression ridge regression,Data Science,29,79.0
CSIT,85,95,Course,pharmacy healthcare organization operationspublic health and wellness healthcare organization operationsmedical healthcare organization operationshealthcare administrationdental healthcare organization operations,Health,17,91.0
CS,85,95,Specialization,codeskulptor data analysis python programming data visualization dataviz python syntax and semantics debugging tuple list label,Computer Science,16,91.0
IT,75,85,Course,react javascript librarydata managementapplication developmentrest apis,Computer Science,6,81.0
CSIT,85,85,Course,data warehousingmicrostrategydata warehousesql,Data Science,3,85.0
CS,85,95,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,91.0
ECE,85,85,Course,artificial intelligence aimachine learningreinforcement learningfunction approximationintelligent systems,Data Science,7,85.0
CSIT,85,95,Specialization,data structure problem solving java programming objectoriented programming oop logic programming sorting algorithm trees data structures linked list binary tree graphs search algorithm graph algorithms,Computer Science,25,91.0
IT,85,85,Specialization,microsoft azure cloud computing cloud computing security artificial intelligence ai internet of things iot application design cloud governance strategy test preparation,Computer Science,21,85.0
ECE,75,75,Professional Certificate,mainframezosenterprise softwaresecurityibm zcobol divisionscobol codingcolumn structurecobol structuresymbolscomputer programmingeulers totient functionintrinsic functionsortingissue tracking systemscrum software developmentinterfacescommandline interface,Computer Science,16,75.0
CS,85,85,Course,data modelingdatadrive decision makinggroup decisionmakingdata analysisreport building,Business,7,85.0
CS,85,85,Course,statisticsr programmingrstudioexploratory data analysis,Data Science,4,85.0
ECE,85,75,Course,customer developmentproduct developmentmarketingproduct managementleadership,Business,4,79.0
MCA,85,85,Specialization,data analysis data visualization dataviz mathematical optimization sql data model data quality regression analysis data cleansing predictive modelling exploratory data analysis simulation business analytics,Business,24,85.0
IT,85,85,Specialization,software requirements product management scrum agile project management agile software development software product management software project management lean software development software development process scrum software development user story,Computer Science,28,85.0
CS,85,85,Specialization,finance trading investment machine learning applied to finance algorithmic trading python programming machine learning reinforcement learning model development reinforcement learning trading algorithm optimization reinforcement learning trading strategy development reinforcement learning trading algo development,Data Science,33,85.0
IT,75,85,Course,data analysistableau softwaredata visualization datavizpresentation,Data Science,5,81.0
CS,85,95,Specialization,geographic information system gis satellite imagery analysis model building spatial visualization spatial analysis data analysis data visualization dataviz software analytics workflow data management,Data Science,23,91.0
CS,85,95,Specialization,data science artificial intelligence ai information technology it architecture data architecture leadership deep learning jobs machine learning big data data mining management analytics,Data Science,23,91.0
CSIT,85,85,Course,web designfrontend web developmentuser experience uxaccessibility,Computer Science,6,85.0
CS,85,85,Course,data analysispredictive analyticsdata visualization datavizdata architecturecoding,Data Science,6,85.0
IT,85,75,Course,data analysisdebuggingr programmingrstudio,Data Science,3,79.0
CSIT,75,75,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,5,75.0
CSIT,85,95,Specialization,data science information engineering artificial intelligence ai machine learning python programming,Data Science,11,91.0
CS,85,85,Course,data sciencedata analysismachine learningproject,Data Science,4,85.0
CS,85,85,Specialization,artificial intelligence ai machine learning management analytics fraud prevention,Business,9,85.0
IT,85,75,Specialization,web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,Computer Science,26,79.0
CSIT,85,75,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,79.0
CSIT,85,85,Specialization,data science python programming data analysis pandas numpy jupyter notebooks predictive modelling data visualization dataviz model selection dashboards and charts dash matplotlib,Data Science,22,85.0
CS,85,75,Course,tensorflow servingmodel monitoringmodel registriesmachine learning operations mlopsgenerate data protection regulation gdpr,Data Science,11,79.0
